,Current_Speed_(knots),Height (cm),Height (ft),Moon Illuminated,Current speed category
826,0.0,,,0.21,No Current
827,0.2,,,0.31,Weak Current
828,,184.0,6.03,0.31,
829,0.0,,,0.31,No Current
830,0.2,,,0.31,Weak Current
831,0.0,,,0.31,No Current
832,,348.0,11.41,0.31,
833,0.6,,,0.31,Weak Current
834,,17.0,0.57,0.31,
835,0.0,,,0.31,No Current
836,0.2,,,0.31,Weak Current
837,,313.0,10.27,0.31,
838,0.0,,,0.31,No Current
839,0.1,,,0.41,Weak Current
840,0.0,,,0.41,No Current
841,,223.0,7.31,0.41,
842,0.1,,,0.41,Weak Current
843,0.0,,,0.41,No Current
844,,322.0,10.56,0.41,
845,0.5,,,0.41,Weak Current
846,,5.0,0.17,0.41,
847,0.0,,,0.41,No Current
848,0.2,,,0.41,Weak Current
849,0.0,,,0.41,No Current
850,,312.0,10.24,0.52,
851,0.1,,,0.52,Weak Current
852,0.0,,,0.52,No Current
853,,244.0,8.02,0.52,
854,0.0,,,0.52,No Current
855,,294.0,9.65,0.52,
856,0.5,,,0.52,Weak Current
857,,11.0,0.36,0.52,
858,0.0,,,0.52,No Current
859,0.2,,,0.52,Weak Current
860,0.0,,,0.62,No Current
861,,321.0,10.53,0.62,
862,0.0,,,0.62,No Current
863,0.0,,,0.62,No Current
864,,237.0,7.79,0.62,
865,,271.0,8.9,0.62,
866,0.4,,,0.62,Weak Current
867,,23.0,0.77,0.62,
868,0.0,,,0.62,No Current
869,0.1,,,0.62,Weak Current
870,0.0,,,0.71,No Current
871,0.0,,,0.71,No Current
872,,331.0,10.86,0.71,
873,0.1,,,0.71,Weak Current
874,0.0,,,0.71,No Current
875,0.0,,,0.71,No Current
876,,214.0,7.03,0.71,
877,0.0,,,0.71,No Current
878,0.0,,,0.71,No Current
879,,261.0,8.56,0.71,
880,0.0,,,0.71,No Current
881,0.4,,,0.71,Weak Current
882,,29.0,0.94,0.71,
883,0.0,,,0.71,No Current
884,0.1,,,0.71,Weak Current
885,0.0,,,0.79,No Current
886,0.0,,,0.79,No Current
887,,337.0,11.07,0.79,
888,0.1,,,0.79,Weak Current
889,,189.0,6.21,0.79,
890,0.0,,,0.79,No Current
891,,263.0,8.64,0.79,
892,0.0,,,0.79,No Current
893,0.5,,,0.79,Weak Current
894,,30.0,0.97,0.79,
895,0.0,,,0.79,No Current
896,0.0,,,0.87,No Current
897,,339.0,11.12,0.87,
898,0.1,,,0.87,Weak Current
899,,166.0,5.45,0.87,
900,0.0,,,0.87,No Current
901,,272.0,8.93,0.87,
902,0.0,,,0.87,No Current
903,0.5,,,0.87,Weak Current
904,,32.0,1.05,0.87,
905,0.0,,,0.87,No Current
906,0.1,,,0.92,Weak Current
907,0.0,,,0.92,No Current
908,,337.0,11.07,0.92,
909,0.2,,,0.92,Weak Current
910,,144.0,4.72,0.92,
911,0.0,,,0.92,No Current
912,0.1,,,0.92,Weak Current
913,,281.0,9.23,0.92,
914,0.0,,,0.92,No Current
915,0.5,,,0.92,Weak Current
916,,40.0,1.3,0.92,
917,0.0,,,0.97,No Current
918,0.1,,,0.97,Weak Current
919,0.0,,,0.97,No Current
920,,336.0,11.02,0.97,
921,0.2,,,0.97,Weak Current
922,,121.0,3.98,0.97,
923,0.0,,,0.97,No Current
924,0.1,,,0.97,Weak Current
925,,289.0,9.49,0.97,
926,0.0,,,0.97,No Current
927,0.5,,,0.97,Weak Current
928,,53.0,1.75,0.97,
929,0.0,,,0.99,No Current
930,0.2,,,0.99,Weak Current
931,0.0,,,0.99,No Current
932,,335.0,11.0,0.99,
933,0.3,,,0.99,Weak Current
934,,97.0,3.18,0.99,
935,0.0,,,0.99,No Current
936,0.2,,,0.99,Weak Current
937,,297.0,9.73,0.99,
938,0.0,,,0.99,No Current
939,0.5,,,0.99,Weak Current
940,,73.0,2.41,0.99,
941,0.0,,,1.0,No Current
942,0.2,,,1.0,Weak Current
943,0.0,,,1.0,No Current
944,,336.0,11.03,1.0,
945,0.4,,,1.0,Weak Current
946,,71.0,2.33,1.0,
947,0.0,,,1.0,No Current
948,0.2,,,1.0,Weak Current
949,,303.0,9.95,1.0,
950,0.0,,,1.0,No Current
951,0.4,,,1.0,Weak Current
952,,98.0,3.22,0.99,
953,0.0,,,0.99,No Current
954,0.2,,,0.99,Weak Current
955,0.0,,,0.99,No Current
956,,336.0,11.04,0.99,
957,0.5,,,0.99,Weak Current
958,,45.0,1.48,0.99,
959,0.0,,,0.99,No Current
960,0.2,,,0.99,Weak Current
961,,309.0,10.15,0.99,
962,0.0,,,0.99,No Current
963,0.4,,,0.99,Weak Current
964,,126.0,4.14,0.96,
965,0.0,,,0.96,No Current
966,0.2,,,0.96,Weak Current
967,,334.0,10.97,0.96,
968,0.0,,,0.96,No Current
969,0.6,,,0.96,Weak Current
970,,22.0,0.71,0.96,
971,0.0,,,0.96,No Current
972,0.3,,,0.96,Weak Current
973,,315.0,10.32,0.96,
974,0.0,,,0.96,No Current
975,0.3,,,0.92,Weak Current
976,,156.0,5.11,0.92,
977,0.0,,,0.92,No Current
978,0.2,,,0.92,Weak Current
979,0.0,,,0.92,No Current
980,,329.0,10.8,0.92,
981,0.6,,,0.92,Weak Current
982,,4.0,0.12,0.92,
983,0.0,,,0.92,No Current
984,0.3,,,0.92,Weak Current
985,,317.0,10.41,0.92,
986,0.0,,,0.92,No Current
987,0.2,,,0.86,Weak Current
988,,185.0,6.08,0.86,
989,0.0,,,0.86,No Current
990,0.2,,,0.86,Weak Current
991,0.0,,,0.86,No Current
992,,321.0,10.53,0.86,
993,0.6,,,0.86,Weak Current
994,,8.0,0.25,0.86,
995,0.0,,,0.86,No Current
996,0.3,,,0.86,Weak Current
997,,316.0,10.37,0.86,
998,0.0,,,0.86,No Current
999,0.2,,,0.78,Weak Current
1000,,213.0,6.98,0.78,
1001,0.0,,,0.78,No Current
1002,0.2,,,0.78,Weak Current
1003,0.0,,,0.78,No Current
1004,,311.0,10.2,0.78,
1005,0.6,,,0.78,Weak Current
1006,,12.0,0.38,0.78,
1007,0.0,,,0.78,No Current
1008,0.2,,,0.78,Weak Current
1009,0.0,,,0.78,No Current
1010,,311.0,10.21,0.78,
1011,0.2,,,0.69,Weak Current
1012,,237.0,7.78,0.69,
1013,0.0,,,0.69,No Current
1014,0.2,,,0.69,Weak Current
1015,0.0,,,0.69,No Current
1016,,300.0,9.84,0.69,
1017,0.5,,,0.69,Weak Current
1018,,10.0,0.32,0.69,
1019,0.0,,,0.69,No Current
1020,0.2,,,0.69,Weak Current
1021,0.0,,,0.69,No Current
1022,,307.0,10.06,0.69,
1023,0.1,,,0.59,Weak Current
1024,0.0,,,0.59,No Current
1025,,255.0,8.36,0.59,
1026,0.1,,,0.59,Weak Current
1027,0.0,,,0.59,No Current
1028,,287.0,9.42,0.59,
1029,0.4,,,0.59,Weak Current
1030,,5.0,0.18,0.59,
1031,0.0,,,0.59,No Current
1032,0.2,,,0.59,Weak Current
1033,0.0,,,0.59,No Current
1034,,308.0,10.12,0.48,
1035,0.1,,,0.48,Weak Current
1036,0.0,,,0.48,No Current
1037,,258.0,8.47,0.48,
1038,0.0,,,0.48,No Current
1039,,273.0,8.95,0.48,
1040,0.5,,,0.48,Weak Current
1041,,3.0,0.09,0.48,
1042,0.0,,,0.48,No Current
1043,0.1,,,0.48,Weak Current
1044,0.0,,,0.37,No Current
1045,,317.0,10.41,0.37,
1046,0.0,,,0.37,No Current
1047,0.0,,,0.37,No Current
1048,,240.0,7.88,0.37,
1049,0.0,,,0.37,No Current
1050,,265.0,8.71,0.37,
1051,0.5,,,0.37,Weak Current
1052,,4.0,0.13,0.37,
1053,0.0,,,0.37,No Current
1054,0.1,,,0.37,Weak Current
1055,0.0,,,0.26,No Current
1056,,329.0,10.79,0.26,
1057,0.1,,,0.26,Weak Current
1058,,208.0,6.82,0.26,
1059,0.0,,,0.26,No Current
1060,,272.0,8.91,0.26,
1061,0.0,,,0.26,No Current
1062,0.6,,,0.26,Weak Current
1063,,5.0,0.17,0.26,
1064,0.0,,,0.26,No Current
1065,0.2,,,0.17,Weak Current
1066,,341.0,11.18,0.17,
1067,0.0,,,0.17,No Current
1068,0.2,,,0.17,Weak Current
1069,,166.0,5.43,0.17,
1070,0.0,,,0.17,No Current
1071,,287.0,9.42,0.17,
1072,0.0,,,0.17,No Current
1073,0.6,,,0.17,Weak Current
1074,,0.0,0.01,0.17,
1075,0.0,,,0.17,No Current
1076,0.2,,,0.09,Weak Current
1077,,352.0,11.54,0.09,
1078,0.0,,,0.09,No Current
1079,0.4,,,0.09,Weak Current
1080,,116.0,3.81,0.09,
1081,0.0,,,0.09,No Current
1082,0.2,,,0.09,Weak Current
1083,,306.0,10.05,0.09,
1084,0.0,,,0.09,No Current
1085,0.6,,,0.09,Weak Current
1086,,16.0,0.52,0.09,
1087,0.0,,,0.09,No Current
1088,0.2,,,0.03,Weak Current
1089,,362.0,11.88,0.03,
1090,0.0,,,0.03,No Current
1091,0.5,,,0.03,Weak Current
1092,,63.0,2.08,0.03,
1093,0.0,,,0.03,No Current
1094,0.2,,,0.03,Weak Current
1095,,324.0,10.64,0.03,
1096,0.0,,,0.03,No Current
1097,0.6,,,0.03,Weak Current
1098,,43.0,1.42,0.03,
1099,0.0,,,0.0,No Current
1100,0.3,,,0.0,Weak Current
1101,,369.0,12.12,0.0,
1102,0.0,,,0.0,No Current
1103,0.6,,,0.0,Weak Current
1104,,14.0,0.45,0.0,
1105,0.0,,,0.0,No Current
1106,0.3,,,0.0,Weak Current
1107,,339.0,11.12,0.0,
1108,0.0,,,0.0,No Current
1109,0.5,,,0.0,Weak Current
1110,,80.0,2.61,0.0,
1111,0.0,,,0.0,No Current
1112,0.3,,,0.0,Weak Current
1113,,372.0,12.22,0.0,
1114,0.0,,,0.0,No Current
1115,0.7,,,0.0,Weak Current
1116,,27.0,0.9,0.0,
1117,0.0,,,0.0,No Current
1118,0.3,,,0.0,Weak Current
1119,,349.0,11.44,0.0,
1120,0.0,,,0.0,No Current
1121,0.4,,,0.0,Weak Current
1122,,120.0,3.93,0.04,
1123,0.0,,,0.04,No Current
1124,0.3,,,0.04,Weak Current
1125,,369.0,12.09,0.04,
1126,0.0,,,0.04,No Current
1127,0.8,,,0.04,Weak Current
1128,,55.0,1.79,0.04,
1129,0.0,,,0.04,No Current
1130,0.4,,,0.04,Weak Current
1131,,353.0,11.59,0.04,
1132,0.0,,,0.04,No Current
1133,0.3,,,0.04,Weak Current
1134,,159.0,5.22,0.09,
1135,0.0,,,0.09,No Current
1136,0.2,,,0.09,Weak Current
1137,,357.0,11.71,0.09,
1138,0.0,,,0.09,No Current
1139,0.8,,,0.09,Weak Current
1140,,66.0,2.15,0.09,
1141,0.0,,,0.09,No Current
1142,0.4,,,0.09,Weak Current
1143,,352.0,11.54,0.09,
1144,0.0,,,0.09,No Current
1145,0.2,,,0.17,Weak Current
1146,,193.0,6.33,0.17,
1147,0.0,,,0.17,No Current
1148,0.2,,,0.17,Weak Current
1149,0.0,,,0.17,No Current
1150,,338.0,11.1,0.17,
1151,0.7,,,0.17,Weak Current
1152,,60.0,1.97,0.17,
1153,0.0,,,0.17,No Current
1154,0.3,,,0.17,Weak Current
1155,,345.0,11.32,0.17,
1156,0.0,,,0.17,No Current
1157,0.2,,,0.26,Weak Current
1158,0.0,,,0.26,No Current
1159,,219.0,7.17,0.26,
1160,0.1,,,0.26,Weak Current
1161,0.0,,,0.26,No Current
1162,,313.0,10.28,0.26,
1163,0.6,,,0.26,Weak Current
1164,,41.0,1.35,0.26,
1165,0.0,,,0.26,No Current
1166,0.3,,,0.26,Weak Current
1167,0.0,,,0.26,No Current
1168,,336.0,11.02,0.26,
1169,0.2,,,0.35,Weak Current
1170,0.0,,,0.35,No Current
1171,,232.0,7.61,0.35,
1172,0.0,,,0.35,No Current
1173,,285.0,9.36,0.35,
1174,0.5,,,0.35,Weak Current
1175,,14.0,0.47,0.35,
1176,0.0,,,0.35,No Current
1177,0.2,,,0.35,Weak Current
1178,0.0,,,0.35,No Current
1179,,329.0,10.78,0.45,
1180,0.1,,,0.45,Weak Current
1181,0.0,,,0.45,No Current
1182,,228.0,7.48,0.45,
1183,0.0,,,0.45,No Current
1184,,258.0,8.45,0.45,
1185,0.4,,,0.45,Weak Current
1186,,14.0,0.47,0.45,
1187,0.0,,,0.45,No Current
1188,0.1,,,0.45,Weak Current
1189,0.0,,,0.45,No Current
1190,0.1,,,0.55,Weak Current
1191,,326.0,10.68,0.55,
1192,0.0,,,0.55,No Current
1193,,206.0,6.76,0.55,
1194,0.1,,,0.55,Weak Current
1195,0.0,,,0.55,No Current
1196,,238.0,7.8,0.55,
1197,0.0,,,0.55,No Current
1198,0.0,,,0.55,No Current
1199,0.3,,,0.55,Weak Current
1200,,38.0,1.25,0.55,
1201,0.0,,,0.55,No Current
1202,0.1,,,0.55,Weak Current
1203,0.0,,,0.55,No Current
1204,0.1,,,0.65,Weak Current
1205,,326.0,10.69,0.65,
1206,0.0,,,0.65,No Current
1207,0.0,,,0.65,No Current
1208,0.0,,,0.65,No Current
1209,,178.0,5.83,0.65,
1210,0.1,,,0.65,Weak Current
1211,,232.0,7.6,0.65,
1212,0.0,,,0.65,No Current
1213,0.4,,,0.65,Weak Current
1214,,55.0,1.79,0.65,
1215,0.0,,,0.65,No Current
1216,0.0,,,0.74,No Current
1217,,326.0,10.7,0.74,
1218,0.0,,,0.74,No Current
1219,0.1,,,0.74,Weak Current
1220,0.0,,,0.74,No Current
1221,,148.0,4.87,0.74,
1222,0.0,,,0.74,No Current
1223,,238.0,7.82,0.74,
1224,0.0,,,0.74,No Current
1225,0.4,,,0.74,Weak Current
1226,,67.0,2.21,0.74,
1227,0.0,,,0.74,No Current
1228,0.0,,,0.82,No Current
1229,,326.0,10.7,0.82,
1230,0.2,,,0.82,Weak Current
1231,,119.0,3.92,0.82,
1232,0.0,,,0.82,No Current
1233,,252.0,8.27,0.82,
1234,0.0,,,0.82,No Current
1235,0.4,,,0.82,Weak Current
1236,,81.0,2.65,0.82,
1237,0.0,,,0.82,No Current
1238,0.1,,,0.88,Weak Current
1239,0.0,,,0.88,No Current
1240,,326.0,10.69,0.88,
1241,0.3,,,0.88,Weak Current
1242,,91.0,2.98,0.88,
1243,0.0,,,0.88,No Current
1244,0.1,,,0.88,Weak Current
1245,,268.0,8.78,0.88,
1246,0.0,,,0.88,No Current
1247,0.4,,,0.88,Weak Current
1248,,98.0,3.23,0.88,
1249,0.0,,,0.88,No Current
1250,0.1,,,0.94,Weak Current
1251,0.0,,,0.94,No Current
1252,,326.0,10.69,0.94,
1253,0.4,,,0.94,Weak Current
1254,,62.0,2.04,0.94,
1255,0.0,,,0.94,No Current
1256,0.2,,,0.94,Weak Current
1257,,283.0,9.3,0.94,
1258,0.0,,,0.94,No Current
1259,0.4,,,0.94,Weak Current
1260,,120.0,3.93,0.94,
1261,0.0,,,0.97,No Current
1262,0.2,,,0.97,Weak Current
1263,0.0,,,0.97,No Current
1264,,326.0,10.7,0.97,
1265,0.5,,,0.97,Weak Current
1266,,33.0,1.09,0.97,
1267,0.0,,,0.97,No Current
1268,0.2,,,0.97,Weak Current
1269,,299.0,9.82,0.97,
1270,0.0,,,0.97,No Current
1271,0.3,,,0.97,Weak Current
1272,,144.0,4.71,0.97,
1273,0.0,,,1.0,No Current
1274,0.1,,,1.0,Weak Current
1275,0.0,,,1.0,No Current
1276,,326.0,10.68,1.0,
1277,0.6,,,1.0,Weak Current
1278,,6.0,0.19,1.0,
1279,0.0,,,1.0,No Current
1280,0.3,,,1.0,Weak Current
1281,,314.0,10.3,1.0,
1282,0.0,,,1.0,No Current
1283,0.3,,,1.0,Weak Current
1284,,168.0,5.51,1.0,
1285,0.0,,,1.0,No Current
1286,0.1,,,1.0,Weak Current
1287,0.0,,,1.0,No Current
1288,,323.0,10.6,1.0,
1289,0.7,,,1.0,Weak Current
1290,,18.0,0.6,1.0,
1291,0.0,,,1.0,No Current
1292,0.3,,,1.0,Weak Current
1293,,327.0,10.72,1.0,
1294,0.0,,,1.0,No Current
1295,0.2,,,1.0,Weak Current
1296,,190.0,6.25,0.98,
1297,0.0,,,0.98,No Current
1298,0.2,,,0.98,Weak Current
1299,0.0,,,0.98,No Current
1300,,319.0,10.46,0.98,
1301,0.7,,,0.98,Weak Current
1302,,37.0,1.22,0.98,
1303,0.0,,,0.98,No Current
1304,0.3,,,0.98,Weak Current
1305,,336.0,11.03,0.98,
1306,0.0,,,0.98,No Current
1307,0.2,,,0.98,Weak Current
1308,,210.0,6.9,0.95,
1309,0.0,,,0.95,No Current
1310,0.2,,,0.95,Weak Current
1311,0.0,,,0.95,No Current
1312,,313.0,10.26,0.95,
1313,0.7,,,0.95,Weak Current
1314,,49.0,1.6,0.95,
1315,0.0,,,0.95,No Current
1316,0.3,,,0.95,Weak Current
1317,,340.0,11.17,0.95,
1318,0.0,,,0.95,No Current
1319,0.2,,,0.89,Weak Current
1320,0.0,,,0.89,No Current
1321,,227.0,7.45,0.89,
1322,0.2,,,0.89,Weak Current
1323,0.0,,,0.89,No Current
1324,,305.0,10.02,0.89,
1325,0.6,,,0.89,Weak Current
1326,,53.0,1.73,0.89,
1327,0.0,,,0.89,No Current
1328,0.3,,,0.89,Weak Current
1329,0.0,,,0.89,No Current
1330,,340.0,11.14,0.89,
1331,0.2,,,0.82,Weak Current
1332,0.0,,,0.82,No Current
1333,,240.0,7.86,0.82,
1334,0.2,,,0.82,Weak Current
1335,0.0,,,0.82,No Current
1336,,296.0,9.72,0.82,
1337,0.6,,,0.82,Weak Current
1338,,49.0,1.62,0.82,
1339,0.0,,,0.82,No Current
1340,0.3,,,0.82,Weak Current
1341,0.0,,,0.82,No Current
1342,,336.0,11.01,0.82,
1343,0.2,,,0.73,Weak Current
1344,0.0,,,0.73,No Current
1345,,247.0,8.1,0.73,
1346,0.2,,,0.73,Weak Current
1347,0.0,,,0.73,No Current
1348,,284.0,9.33,0.73,
1349,0.5,,,0.73,Weak Current
1350,,39.0,1.29,0.73,
1351,0.0,,,0.73,No Current
1352,0.2,,,0.73,Weak Current
1353,0.0,,,0.73,No Current
1354,,332.0,10.88,0.73,
1355,0.1,,,0.63,Weak Current
1356,0.0,,,0.63,No Current
1357,,245.0,8.04,0.63,
1358,0.1,,,0.63,Weak Current
1359,0.0,,,0.63,No Current
1360,,268.0,8.8,0.63,
1361,0.4,,,0.63,Weak Current
1362,,24.0,0.79,0.63,
1363,0.0,,,0.63,No Current
1364,0.2,,,0.63,Weak Current
1365,0.0,,,0.63,No Current
1366,,331.0,10.87,0.52,
1367,0.0,,,0.52,No Current
1368,0.0,,,0.52,No Current
1369,,228.0,7.48,0.52,
1370,0.0,,,0.52,No Current
1371,0.1,,,0.52,Weak Current
1372,,251.0,8.24,0.52,
1373,0.5,,,0.52,Weak Current
1374,,6.0,0.19,0.52,
1375,0.0,,,0.52,No Current
1376,0.1,,,0.52,Weak Current
1377,0.0,,,0.4,No Current
1378,,336.0,11.01,0.4,
1379,0.1,,,0.4,Weak Current
1380,0.0,,,0.4,No Current
1381,,194.0,6.36,0.4,
1382,0.0,,,0.4,No Current
1383,0.0,,,0.4,No Current
1384,,243.0,7.97,0.4,
1385,0.5,,,0.4,Weak Current
1386,,15.0,0.49,0.4,
1387,0.0,,,0.4,No Current
1388,0.2,,,0.4,Weak Current
1389,,343.0,11.25,0.29,
1390,0.0,,,0.29,No Current
1391,0.2,,,0.29,Weak Current
1392,,148.0,4.84,0.29,
1393,0.0,,,0.29,No Current
1394,,250.0,8.19,0.29,
1395,0.0,,,0.29,No Current
1396,0.5,,,0.29,Weak Current
1397,,39.0,1.27,0.29,
1398,0.0,,,0.29,No Current
1399,0.2,,,0.29,Weak Current
1400,,351.0,11.53,0.19,
1401,0.0,,,0.19,No Current
1402,0.4,,,0.19,Weak Current
1403,,93.0,3.06,0.19,
1404,0.0,,,0.19,No Current
1405,0.1,,,0.19,Weak Current
1406,,269.0,8.81,0.19,
1407,0.0,,,0.19,No Current
1408,0.5,,,0.19,Weak Current
1409,,67.0,2.19,0.19,
1410,0.0,,,0.19,No Current
1411,0.2,,,0.11,Weak Current
1412,,359.0,11.79,0.11,
1413,0.0,,,0.11,No Current
1414,0.6,,,0.11,Weak Current
1415,,37.0,1.21,0.11,
1416,0.0,,,0.11,No Current
1417,0.2,,,0.11,Weak Current
1418,,294.0,9.65,0.11,
1419,0.0,,,0.11,No Current
1420,0.4,,,0.11,Weak Current
1421,,99.0,3.25,0.11,
1422,0.0,,,0.11,No Current
1423,0.2,,,0.05,Weak Current
1424,,365.0,11.98,0.05,
1425,0.0,,,0.05,No Current
1426,0.7,,,0.05,Weak Current
1427,,16.0,0.51,0.05,
1428,0.0,,,0.05,No Current
1429,0.3,,,0.05,Weak Current
1430,,320.0,10.51,0.05,
1431,0.0,,,0.05,No Current
1432,0.4,,,0.05,Weak Current
1433,,134.0,4.38,0.05,
1434,0.0,,,0.05,No Current
1435,0.2,,,0.01,Weak Current
1436,,366.0,12.02,0.01,
1437,0.0,,,0.01,No Current
1438,0.8,,,0.01,Weak Current
1439,,58.0,1.89,0.01,
1440,0.0,,,0.01,No Current
1441,0.4,,,0.01,Weak Current
1442,,343.0,11.24,0.01,
1443,0.0,,,0.01,No Current
1444,0.3,,,0.01,Weak Current
1445,,166.0,5.46,0.01,
1446,0.0,,,0.0,No Current
1447,0.2,,,0.0,Weak Current
1448,,362.0,11.88,0.0,
1449,0.0,,,0.0,No Current
1450,0.9,,,0.0,Weak Current
1451,,85.0,2.79,0.0,
1452,0.0,,,0.0,No Current
1453,0.4,,,0.0,Weak Current
1454,,358.0,11.76,0.0,
1455,0.0,,,0.0,No Current
1456,0.3,,,0.0,Weak Current
1457,,194.0,6.36,0.02,
1458,0.0,,,0.02,No Current
1459,0.2,,,0.02,Weak Current
1460,0.0,,,0.02,No Current
1461,,351.0,11.52,0.02,
1462,0.8,,,0.02,Weak Current
1463,,96.0,3.16,0.02,
1464,0.0,,,0.02,No Current
1465,0.4,,,0.02,Weak Current
1466,,366.0,12.01,0.02,
1467,0.0,,,0.02,No Current
1468,0.2,,,0.02,Weak Current
1469,,214.0,7.02,0.06,
1470,0.0,,,0.06,No Current
1471,0.2,,,0.06,Weak Current
1472,0.0,,,0.06,No Current
1473,,334.0,10.97,0.06,
1474,0.8,,,0.06,Weak Current
1475,,92.0,3.02,0.06,
1476,0.0,,,0.06,No Current
1477,0.4,,,0.06,Weak Current
1478,,366.0,12.0,0.06,
1479,0.0,,,0.06,No Current
1480,0.2,,,0.13,Weak Current
1481,0.0,,,0.13,No Current
1482,,226.0,7.41,0.13,
1483,0.1,,,0.13,Weak Current
1484,0.0,,,0.13,No Current
1485,,313.0,10.26,0.13,
1486,0.6,,,0.13,Weak Current
1487,,75.0,2.46,0.13,
1488,0.0,,,0.13,No Current
1489,0.3,,,0.13,Weak Current
1490,0.0,,,0.13,No Current
1491,,359.0,11.79,0.13,
1492,0.2,,,0.21,Weak Current
1493,0.0,,,0.21,No Current
1494,,229.0,7.52,0.21,
1495,0.1,,,0.21,Weak Current
1496,0.0,,,0.21,No Current
1497,,288.0,9.45,0.21,
1498,0.5,,,0.21,Weak Current
1499,,49.0,1.61,0.21,
1500,0.0,,,0.21,No Current
1501,0.3,,,0.21,Weak Current
1502,0.0,,,0.21,No Current
1503,,350.0,11.48,0.21,
1504,0.2,,,0.3,Weak Current
1505,0.0,,,0.3,No Current
1506,,223.0,7.33,0.3,
1507,0.0,,,0.3,No Current
1508,,262.0,8.6,0.3,
1509,0.4,,,0.3,Weak Current
1510,,18.0,0.59,0.3,
1511,0.0,,,0.3,No Current
1512,0.2,,,0.3,Weak Current
1513,0.0,,,0.3,No Current
1514,,340.0,11.17,0.3,
1515,0.1,,,0.39,Weak Current
1516,0.0,,,0.39,No Current
1517,,207.0,6.79,0.39,
1518,0.0,,,0.39,No Current
1519,0.1,,,0.39,Weak Current
1520,,237.0,7.79,0.39,
1521,0.3,,,0.39,Weak Current
1522,,15.0,0.5,0.39,
1523,0.0,,,0.39,No Current
1524,0.1,,,0.39,Weak Current
1525,0.0,,,0.39,No Current
1526,,333.0,10.94,0.49,
1527,0.1,,,0.49,Weak Current
1528,0.0,,,0.49,No Current
1529,,181.0,5.95,0.49,
1530,0.1,,,0.49,Weak Current
1531,0.0,,,0.49,No Current
1532,,219.0,7.18,0.49,
1533,0.3,,,0.49,Weak Current
1534,,48.0,1.58,0.49,
1535,0.0,,,0.49,No Current
1536,0.0,,,0.49,No Current
1537,,329.0,10.79,0.58,
1538,0.0,,,0.58,No Current
1539,0.0,,,0.58,No Current
1540,0.0,,,0.58,No Current
1541,,150.0,4.93,0.58,
1542,0.1,,,0.58,Weak Current
1543,0.0,,,0.58,No Current
1544,,212.0,6.96,0.58,
1545,0.0,,,0.58,No Current
1546,0.3,,,0.58,Weak Current
1547,,79.0,2.6,0.58,
1548,0.0,,,0.58,No Current
1549,0.1,,,0.58,Weak Current
1550,0.0,,,0.67,No Current
1551,,327.0,10.72,0.67,
1552,0.2,,,0.67,Weak Current
1553,0.1,,,0.67,Weak Current
1554,0.1,,,0.67,Weak Current
1555,,117.0,3.83,0.67,
1556,0.0,,,0.67,No Current
1557,0.0,,,0.67,No Current
1558,,220.0,7.21,0.67,
1559,0.3,,,0.67,Weak Current
1560,,109.0,3.56,0.67,
1561,0.0,,,0.67,No Current
1562,0.1,,,0.67,Weak Current
1563,0.0,,,0.76,No Current
1564,,326.0,10.69,0.76,
1565,0.3,,,0.76,Weak Current
1566,,83.0,2.72,0.76,
1567,0.0,,,0.76,No Current
1568,,238.0,7.82,0.76,
1569,0.0,,,0.76,No Current
1570,0.3,,,0.76,Weak Current
1571,,136.0,4.47,0.76,
1572,0.0,,,0.76,No Current
1573,0.1,,,0.83,Weak Current
1574,0.0,,,0.83,No Current
1575,,325.0,10.66,0.83,
1576,0.4,,,0.83,Weak Current
1577,,49.0,1.61,0.83,
1578,0.0,,,0.83,No Current
1579,0.2,,,0.83,Weak Current
1580,,262.0,8.61,0.83,
1581,0.0,,,0.83,No Current
1582,0.3,,,0.83,Weak Current
1583,,163.0,5.34,0.83,
1584,0.0,,,0.83,No Current
1585,0.1,,,0.9,Weak Current
1586,0.0,,,0.9,No Current
1587,,324.0,10.63,0.9,
1588,0.5,,,0.9,Weak Current
1589,,17.0,0.55,0.9,
1590,0.0,,,0.9,No Current
1591,0.2,,,0.9,Weak Current
1592,,287.0,9.43,0.9,
1593,0.0,,,0.9,No Current
1594,0.2,,,0.9,Weak Current
1595,,187.0,6.14,0.9,
1596,0.0,,,0.9,No Current
1597,0.1,,,0.95,Weak Current
1598,0.0,,,0.95,No Current
1599,,322.0,10.57,0.95,
1600,0.7,,,0.95,Weak Current
1601,,13.0,0.44,0.95,
1602,0.0,,,0.95,No Current
1603,0.3,,,0.95,Weak Current
1604,,310.0,10.18,0.95,
1605,0.0,,,0.95,No Current
1606,0.2,,,0.95,Weak Current
1607,,208.0,6.84,0.95,
1608,0.0,,,0.95,No Current
1609,0.1,,,0.98,Weak Current
1610,0.0,,,0.98,No Current
1611,,319.0,10.48,0.98,
1612,0.7,,,0.98,Weak Current
1613,,39.0,1.29,0.98,
1614,0.0,,,0.98,No Current
1615,0.3,,,0.98,Weak Current
1616,,329.0,10.81,0.98,
1617,0.0,,,0.98,No Current
1618,0.2,,,0.98,Weak Current
1619,0.0,,,0.98,No Current
1620,,226.0,7.4,0.98,
1621,0.1,,,1.0,Weak Current
1622,0.0,,,1.0,No Current
1623,,316.0,10.38,1.0,
1624,0.7,,,1.0,Weak Current
1625,,60.0,1.98,1.0,
1626,0.0,,,1.0,No Current
1627,0.4,,,1.0,Weak Current
